Country,Current Lang & Tech: Android,Current Lang & Tech: Arduino,Current Lang & Tech: AngularJS,Current Lang & Tech: C,Current Lang & Tech: C++,Current Lang & Tech: C++11,Current Lang & Tech: C#,Current Lang & Tech: Cassandra,Current Lang & Tech: CoffeeScript,Current Lang & Tech: Cordova,Current Lang & Tech: Clojure,Current Lang & Tech: Cloud,Current Lang & Tech: Dart,Current Lang & Tech: F#,Current Lang & Tech: Go,Current Lang & Tech: Hadoop,Current Lang & Tech: Haskell,Current Lang & Tech: iOS,Current Lang & Tech: Java,Current Lang & Tech: JavaScript,Current Lang & Tech: LAMP,Current Lang & Tech: Matlab,Current Lang & Tech: MongoDB,Current Lang & Tech: Node.js,Current Lang & Tech: Objective-C,Current Lang & Tech: Perl,Current Lang & Tech: PHP,Current Lang & Tech: Python,Current Lang & Tech: R,Current Lang & Tech: Redis,Current Lang & Tech: Ruby,Current Lang & Tech: Rust,Current Lang & Tech: Salesforce,Current Lang & Tech: Scala,Current Lang & Tech: Sharepoint,Current Lang & Tech: Spark,Current Lang & Tech: SQL,Current Lang & Tech: SQL Server,Current Lang & Tech: Swift,Current Lang & Tech: Visual Basic,Current Lang & Tech: Windows Phone,Current Lang & Tech: Wordpress,Current Lang & Tech: Write-In
India,,,,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Germany,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
India,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Austria,,,,,C++,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,,Cassandra,,,,,,,,Hadoop,,,,,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,
Algeria,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,Hadoop,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Mexico,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,ASP
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,Android,Arduino / Raspberry Pi,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,DB2
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,SQL,,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,"SAP ASE, powershell"
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salesforce,,,,SQL,SQL Server,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
India,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Ireland {Republic},,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
Ireland {Republic},,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,HTML; CSS
Italy,,,,C,C++,,,,,,,,,,,,,,Java,JavaScript,,Matlab,,,,,PHP,,,,,,Salesforce,,,,SQL,SQL Server,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Turkey,,,,,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,R,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,Android,,,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,Wordpress,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,SQL,SQL Server,,,,,"MySQL, MariaDB, Oracle"
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Germany,,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
Iran,,,,,,,,,,,,,,,,Hadoop,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,Redis,Ruby,,,,,,SQL,,,,,,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,SQL Server,,,,,
N/A,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Ethiopia,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,Object Pascal (both Delphi and FreePascas dialects)
Brazil,,,,C,C++,,,,,,,,,,,,,,,,,,,,,,PHP,,R,,,,,,,,SQL,,,,,,bash
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Denmark,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
Germany,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,"SSIS, SSRS"
India,,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,,,AngularJS,C,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PLSQL, Oracle"
India,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Korea South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
New Zealand,Android,Arduino / Raspberry Pi,AngularJS,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Philippines,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Slovakia,Android,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Spain,,,AngularJS,C,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
Turkey,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
United States,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Venezuela,Android,,AngularJS,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,Matlab,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHDL
South Africa,,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
Australia,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,Ruby,,,,,,,,,,,Wordpress,
India,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,shell
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Android,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,,,Swift,,,Wordpress,
Turkey,Android,Arduino / Raspberry Pi,,C,C++,C++11,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,JavaScript,,Matlab,,,Objective-C,,PHP,Python,,,Ruby,,Salesforce,Scala,Sharepoint,Spark,SQL,SQL Server,Swift,Visual Basic,Windows Phone,Wordpress,
United Kingdom,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCL
Egypt,,,,C,,,,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wordpress,
India,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,,SHELL
Poland,Android,,,C,,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
United States,,,,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,Wordpress,"CSS, LESS"
Italy,Android,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Colombia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Android,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,,,,C,,,,,,,,,,,,Hadoop,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,groovy
United States,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,R,,,,,,,,SQL,SQL Server,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Denmark,,Arduino / Raspberry Pi,,C,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,Wordpress,
Denmark,Android,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,"ActionScript, Flash, Scaleform"
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cobol
Australia,Android,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,,,,C,C++,,,,,,,,,,,Hadoop,,,Java,,,Matlab,,,,,PHP,Python,,,,,,,,,SQL,,,Visual Basic,,,
Italy,,,,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Italy,Android,,AngularJS,,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,,,Node.js,,,,Python,,Redis,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,Wordpress,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,Wordpress,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,,LAMP,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Germany,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
France,,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,Wordpress,Drupal
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,
India,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Malaysia,,Arduino / Raspberry Pi,,C,,,C#,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Poland,,,,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,"VHDL, Pascal"
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,Visual Basic,,,
United States,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,"coldfusion, labview"
Canada,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,Wordpress,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Netherlands,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,,Python,,,,,,,,,,,,,,,
Poland,,,,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,,,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,Wordpress,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,,,AngularJS,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,Windows Phone,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
United Kingdom,,,AngularJS,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Html, Css, Less"
Canada,,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,Node.js,Objective-C,,,,,Redis,,,,,,,,,,,,,
Canada,,,,C,C++,C++11,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
China,,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
India,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,
Iran,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Netherlands,,,,C,,,C#,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
Netherlands,,,,C,C++,,C#,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
Portugal,Android,,,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,Ruby,,,,,,,,,,,,
Romania,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,Java,JavaScript,,Matlab,,,,Perl,,,,,,,,,,,SQL,SQL Server,,,,,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"html,css3"
Taiwan,,,,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Android,,,C,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Hungary,Android,,,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Iran,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Spain,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Germany,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Indonesia,,,,,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,,
Norway,,,,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wordpress,
Russian Federation,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,,,,,,,
Spain,Android,,AngularJS,,,,,,,,,,,,,,,,,,,,,Node.js,,,PHP,,,,,,,,,,,SQL Server,,,,Wordpress,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
United Kingdom,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
Algeria,,,,,,,,Cassandra,,,,,,F#,,,,,,,,,,,,,,,R,,,,,,,,,,,,Windows Phone,,
Algeria,,,,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Argentina,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,Objective-C,,PHP,Python,,,Ruby,,,,,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Australia,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Belgium,,,,,C++,,,,,,,,,,,,,,,,,,,,,,PHP,,,,Ruby,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
China,Android,,,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wordpress,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HyperTalk
Germany,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,Ember.js
Germany,,,,,,,,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
India,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,"HTML,CSS"
India,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
India,Android,,,C,C++,,,,,,,,,,,Hadoop,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Iran,Android,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lua
Korea South,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,,,,,,,
Korea South,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wordpress,
Netherlands,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Serbia,Android,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Spain,Android,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,Visual Basic,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wordpress,
Taiwan,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,,,,,,Wordpress,
United Kingdom,,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,SQL,SQL Server,Swift,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,Salesforce,,,,,,,,,Wordpress,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,,C,,C++11,,,,,,,,,,,Haskell,,,,,,,Node.js,,,,,,,,,,,,,,,,,,,"Rebol, Red"
United States,,Arduino / Raspberry Pi,,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,AngularJS,,,,,,,,,,,,Go,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,,,,C,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,,Python,,,,,,,,,SQL,,,,,,
Australia,,,,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Australia,,,,,,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,,,,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,,,,C,,,,,,,,,,,,,,,,JavaScript,,Matlab,,,,,,Python,,,,,,,Sharepoint,,,,,Visual Basic,,,
